name,url,country
Razaq Mamoon,https://en.wikipedia.org/wiki/Razaq_Mamoon,Afghanistan
Fazel Ahmed Manawi,https://en.wikipedia.org/wiki/Fazel_Ahmed_Manawi,Afghanistan
Moeen Marastial,https://en.wikipedia.org/wiki/Moeen_Marastial,Afghanistan
Ahmad Massoud,https://en.wikipedia.org/wiki/Ahmad_Massoud,Afghanistan
Ahmad Wali Massoud,https://en.wikipedia.org/wiki/Ahmad_Wali_Massoud,Afghanistan
Mohammad Daud Miraki,https://en.wikipedia.org/wiki/Mohammad_Daud_Miraki,Afghanistan
Abdul Sattar Mirzakwal,https://en.wikipedia.org/wiki/Abdul_Sattar_Mirzakwal,Afghanistan
Abdul Karim Misaq,https://en.wikipedia.org/wiki/Abdul_Karim_Misaq,Afghanistan
Ali Mohammad (politician),https://en.wikipedia.org/wiki/Ali_Mohammad_(politician),Afghanistan
Nasruddin Mohseni,https://en.wikipedia.org/wiki/Nasruddin_Mohseni,Afghanistan
Davood Moradian,https://en.wikipedia.org/wiki/Davood_Moradian,Afghanistan
Zalmai Mujadidi,https://en.wikipedia.org/wiki/Zalmai_Mujadidi,Afghanistan
Fazal Haq Mujahid,https://en.wikipedia.org/wiki/Fazal_Haq_Mujahid,Afghanistan
Rahmatullah Nabil,https://en.wikipedia.org/wiki/Rahmatullah_Nabil,Afghanistan
Sardar Mohammad Nadir Naeem,https://en.wikipedia.org/wiki/Sardar_Mohammad_Nadir_Naeem,Afghanistan
Daoud Naji,https://en.wikipedia.org/wiki/Daoud_Naji,Afghanistan
Gholam Rabani Nasher,https://en.wikipedia.org/wiki/Gholam_Rabani_Nasher,Afghanistan
Muhammad Yunus Nawandish,https://en.wikipedia.org/wiki/Muhammad_Yunus_Nawandish,Afghanistan
Ali Maisam Nazary,https://en.wikipedia.org/wiki/Ali_Maisam_Nazary,Afghanistan
Ghulam Faroq Nijrabi,https://en.wikipedia.org/wiki/Ghulam_Faroq_Nijrabi,Afghanistan
Zabih-U-llah Ghazi Noristani,https://en.wikipedia.org/wiki/Zabih-U-llah_Ghazi_Noristani,Afghanistan
Mohammed Tahir Omar,https://en.wikipedia.org/wiki/Mohammed_Tahir_Omar,Afghanistan
Nasrin Oryakhil,https://en.wikipedia.org/wiki/Nasrin_Oryakhil,Afghanistan
Murad Quenili,https://en.wikipedia.org/wiki/Murad_Quenili,Afghanistan
Ghulam Mohammad Rigi,https://en.wikipedia.org/wiki/Ghulam_Mohammad_Rigi,Afghanistan
Ghulam Hassan Safi,https://en.wikipedia.org/wiki/Ghulam_Hassan_Safi,Afghanistan
Hanifa Safi,https://en.wikipedia.org/wiki/Hanifa_Safi,Afghanistan
Amrullah Saleh,https://en.wikipedia.org/wiki/Amrullah_Saleh,Afghanistan
Mohammed Zia Salehi,https://en.wikipedia.org/wiki/Mohammed_Zia_Salehi,Afghanistan
Abdul Majid Samim,https://en.wikipedia.org/wiki/Abdul_Majid_Samim,Afghanistan
Saber Sangar,https://en.wikipedia.org/wiki/Saber_Sangar,Afghanistan
Muhammad Arif Sarwari,https://en.wikipedia.org/wiki/Muhammad_Arif_Sarwari,Afghanistan
Sayed Nasim Mihanparast,https://en.wikipedia.org/wiki/Sayed_Nasim_Mihanparast,Afghanistan
Sayyid Husayn,https://en.wikipedia.org/wiki/Sayyid_Husayn,Afghanistan
Suhail Shaheen,https://en.wikipedia.org/wiki/Suhail_Shaheen,Afghanistan
Mohammad Shakir Kargar,https://en.wikipedia.org/wiki/Mohammad_Shakir_Kargar,Afghanistan
Baktash Siawash,https://en.wikipedia.org/wiki/Baktash_Siawash,Afghanistan
Awtar Singh,https://en.wikipedia.org/wiki/Awtar_Singh,Afghanistan
Hasan Ali Sultani,https://en.wikipedia.org/wiki/Hasan_Ali_Sultani,Afghanistan
Faramarz Tamanna,https://en.wikipedia.org/wiki/Faramarz_Tamanna,Afghanistan
Mohammad Hashem Taufiqui,https://en.wikipedia.org/wiki/Mohammad_Hashem_Taufiqui,Afghanistan
Nur ul-Haq Ulumi,https://en.wikipedia.org/wiki/Nur_ul-Haq_Ulumi,Afghanistan
Pacha Gul Wafadar,https://en.wikipedia.org/wiki/Pacha_Gul_Wafadar,Afghanistan
Wahidullah Waissi,https://en.wikipedia.org/wiki/Wahidullah_Waissi,Afghanistan
Gul Ahmmad Yama,https://en.wikipedia.org/wiki/Gul_Ahmmad_Yama,Afghanistan
Al-Haj Suliman Yari,https://en.wikipedia.org/wiki/Al-Haj_Suliman_Yari,Afghanistan
Abdul Salam Zaeef,https://en.wikipedia.org/wiki/Abdul_Salam_Zaeef,Afghanistan
Abdul Zahir (Konar Education Minister),https://en.wikipedia.org/wiki/Abdul_Zahir_(Konar_Education_Minister),Afghanistan
Mohammed Zaman,https://en.wikipedia.org/wiki/Mohammed_Zaman,Afghanistan
Ziauddin (Afghan militia leader),https://en.wikipedia.org/wiki/Ziauddin_(Afghan_militia_leader),Afghanistan
Qari Ziauddin,https://en.wikipedia.org/wiki/Qari_Ziauddin,Afghanistan
Abdul Ghafor Zori,https://en.wikipedia.org/wiki/Abdul_Ghafor_Zori,Afghanistan
Ali Pasha of Gusinje,https://en.wikipedia.org/wiki/Ali_Pasha_of_Gusinje,Albania
Ylli Asllani,https://en.wikipedia.org/wiki/Ylli_Asllani,Albania
Azis Tahir Ajdonati,https://en.wikipedia.org/wiki/Azis_Tahir_Ajdonati,Albania
Bislim Bajgora,https://en.wikipedia.org/wiki/Bislim_Bajgora,Albania
Kastriot Berissa,https://en.wikipedia.org/wiki/Kastriot_Berissa,Albania
Bardhok Biba,https://en.wikipedia.org/wiki/Bardhok_Biba,Albania
Dervish Biçaku,https://en.wikipedia.org/wiki/Dervish_Biçaku,Albania
Kostandin Boshnjaku,https://en.wikipedia.org/wiki/Kostandin_Boshnjaku,Albania
Spartak Braho,https://en.wikipedia.org/wiki/Spartak_Braho,Albania
Safet Butka,https://en.wikipedia.org/wiki/Safet_Butka,Albania
Uran Butka,https://en.wikipedia.org/wiki/Uran_Butka,Albania
Refo Çapari,https://en.wikipedia.org/wiki/Refo_Çapari,Albania
Neritan Ceka,https://en.wikipedia.org/wiki/Neritan_Ceka,Albania
Hysni Curri,https://en.wikipedia.org/wiki/Hysni_Curri,Albania
Ibrahim Dalliu,https://en.wikipedia.org/wiki/Ibrahim_Dalliu,Albania
Niazi Demi,https://en.wikipedia.org/wiki/Niazi_Demi,Albania
Abdurrahman Dibra,https://en.wikipedia.org/wiki/Abdurrahman_Dibra,Albania
Fuad Dibra,https://en.wikipedia.org/wiki/Fuad_Dibra,Albania
Isuf Dibra,https://en.wikipedia.org/wiki/Isuf_Dibra,Albania
Bujar Dida,https://en.wikipedia.org/wiki/Bujar_Dida,Albania
Ahmed Dino,https://en.wikipedia.org/wiki/Ahmed_Dino,Albania
Rasih Dino,https://en.wikipedia.org/wiki/Rasih_Dino,Albania
Ferhat Bey Draga,https://en.wikipedia.org/wiki/Ferhat_Bey_Draga,Albania
Nexhip Draga,https://en.wikipedia.org/wiki/Nexhip_Draga,Albania
Aqif Pasha Elbasani,https://en.wikipedia.org/wiki/Aqif_Pasha_Elbasani,Albania
Abas Ermenji,https://en.wikipedia.org/wiki/Abas_Ermenji,Albania
Bajram Fevziu,https://en.wikipedia.org/wiki/Bajram_Fevziu,Albania
Qamil Musa Haxhi Feza,https://en.wikipedia.org/wiki/Qamil_Musa_Haxhi_Feza,Albania
Themistokli Gërmenji,https://en.wikipedia.org/wiki/Themistokli_Gërmenji,Albania
Sabri Godo,https://en.wikipedia.org/wiki/Sabri_Godo,Albania
Mihal Grameno,https://en.wikipedia.org/wiki/Mihal_Grameno,Albania
Aćif Hadžiahmetović,https://en.wikipedia.org/wiki/Aćif_Hadžiahmetović,Albania
Albulena Haxhiu,https://en.wikipedia.org/wiki/Albulena_Haxhiu,Albania
High Council of Regency,https://en.wikipedia.org/wiki/High_Council_of_Regency,Albania
Spiridon Kacarosi,https://en.wikipedia.org/wiki/Spiridon_Kacarosi,Albania
Kurt Agë Kadiu,https://en.wikipedia.org/wiki/Kurt_Agë_Kadiu,Albania
Mehmed Kalakula,https://en.wikipedia.org/wiki/Mehmed_Kalakula,Albania
Alfred Karamuço,https://en.wikipedia.org/wiki/Alfred_Karamuço,Albania
Ibrahim Karbunara,https://en.wikipedia.org/wiki/Ibrahim_Karbunara,Albania
Ali Këlcyra,https://en.wikipedia.org/wiki/Ali_Këlcyra,Albania
Belind Këlliçi,https://en.wikipedia.org/wiki/Belind_Këlliçi,Albania
Bajram Kelmendi,https://en.wikipedia.org/wiki/Bajram_Kelmendi,Albania
Kristo Kirka,https://en.wikipedia.org/wiki/Kristo_Kirka,Albania
Elez Koçi,https://en.wikipedia.org/wiki/Elez_Koçi,Albania
Ali Riza Kolonja,https://en.wikipedia.org/wiki/Ali_Riza_Kolonja,Albania
Glauk Konjufca,https://en.wikipedia.org/wiki/Glauk_Konjufca,Albania
Xhelal Koprëncka,https://en.wikipedia.org/wiki/Xhelal_Koprëncka,Albania
Kryeziu family,https://en.wikipedia.org/wiki/Kryeziu_family,Albania
Artur Kuko,https://en.wikipedia.org/wiki/Artur_Kuko,Albania
Xhavid Leskoviku,https://en.wikipedia.org/wiki/Xhavid_Leskoviku,Albania
Sabit Lulo,https://en.wikipedia.org/wiki/Sabit_Lulo,Albania
Gjon Markagjoni,https://en.wikipedia.org/wiki/Gjon_Markagjoni,Albania
Tefik Mborja,https://en.wikipedia.org/wiki/Tefik_Mborja,Albania
Fatmir Mediu,https://en.wikipedia.org/wiki/Fatmir_Mediu,Albania
Hysni Milloshi,https://en.wikipedia.org/wiki/Hysni_Milloshi,Albania
Musa Qazimi,https://en.wikipedia.org/wiki/Musa_Qazimi,Albania
Mustafa Ndroqi,https://en.wikipedia.org/wiki/Mustafa_Ndroqi,Albania
Behxhet Nepravishta,https://en.wikipedia.org/wiki/Behxhet_Nepravishta,Albania
Adrian Neritani,https://en.wikipedia.org/wiki/Adrian_Neritani,Albania
Sali Nivica,https://en.wikipedia.org/wiki/Sali_Nivica,Albania
Thoma Orologa,https://en.wikipedia.org/wiki/Thoma_Orologa,Albania
Bedri Pejani,https://en.wikipedia.org/wiki/Bedri_Pejani,Albania
Pertef Pogoni,https://en.wikipedia.org/wiki/Pertef_Pogoni,Albania
Kadri Prishtina,https://en.wikipedia.org/wiki/Kadri_Prishtina,Albania
Ymer Prizreni,https://en.wikipedia.org/wiki/Ymer_Prizreni,Albania
Avni Rustemi,https://en.wikipedia.org/wiki/Avni_Rustemi,Albania
Chatin Sarachi,https://en.wikipedia.org/wiki/Chatin_Sarachi,Albania
Nebi Sefa,https://en.wikipedia.org/wiki/Nebi_Sefa,Albania
Eduard Shalsi,https://en.wikipedia.org/wiki/Eduard_Shalsi,Albania
Ylli Vesel Shehu,https://en.wikipedia.org/wiki/Ylli_Vesel_Shehu,Albania
Athanas Shundi,https://en.wikipedia.org/wiki/Athanas_Shundi,Albania
Xhelal Sveçla,https://en.wikipedia.org/wiki/Xhelal_Sveçla,Albania
Mehmet Tahsini,https://en.wikipedia.org/wiki/Mehmet_Tahsini,Albania
Ibrahim Temo,https://en.wikipedia.org/wiki/Ibrahim_Temo,Albania
Pavli Terka,https://en.wikipedia.org/wiki/Pavli_Terka,Albania
Afrim Tole,https://en.wikipedia.org/wiki/Afrim_Tole,Albania
Sejfi Vllamasi,https://en.wikipedia.org/wiki/Sejfi_Vllamasi,Albania
Syrja Vlora,https://en.wikipedia.org/wiki/Syrja_Vlora,Albania
Visarion Xhuvani,https://en.wikipedia.org/wiki/Visarion_Xhuvani,Albania
Visar Ymeri,https://en.wikipedia.org/wiki/Visar_Ymeri,Albania
Abdyl Ypi,https://en.wikipedia.org/wiki/Abdyl_Ypi,Albania
Xhezair Zaganjori,https://en.wikipedia.org/wiki/Xhezair_Zaganjori,Albania
Menduh Zavalani,https://en.wikipedia.org/wiki/Menduh_Zavalani,Albania
Said Abadou,https://en.wikipedia.org/wiki/Said_Abadou,Algeria
Tahar Allan,https://en.wikipedia.org/wiki/Tahar_Allan,Algeria
Mohamed Seghir Babes,https://en.wikipedia.org/wiki/Mohamed_Seghir_Babes,Algeria
Djelloul Baghli,https://en.wikipedia.org/wiki/Djelloul_Baghli,Algeria
Noureddine Bahbouh,https://en.wikipedia.org/wiki/Noureddine_Bahbouh,Algeria
Lamine Bechichi,https://en.wikipedia.org/wiki/Lamine_Bechichi,Algeria
Bakhti Belaïb,https://en.wikipedia.org/wiki/Bakhti_Belaïb,Algeria
Mohamed Belouizdad,https://en.wikipedia.org/wiki/Mohamed_Belouizdad,Algeria
Mourad Benachenou,https://en.wikipedia.org/wiki/Mourad_Benachenou,Algeria
Benaouda Hadj Hacène Bachterzi,https://en.wikipedia.org/wiki/Benaouda_Hadj_Hacène_Bachterzi,Algeria
Souad Bendjaballah,https://en.wikipedia.org/wiki/Souad_Bendjaballah,Algeria
Mohammed Saleh Bendjelloul,https://en.wikipedia.org/wiki/Mohammed_Saleh_Bendjelloul,Algeria
Mohamed Bensalam,https://en.wikipedia.org/wiki/Mohamed_Bensalam,Algeria
Said Boualam,https://en.wikipedia.org/wiki/Said_Boualam,Algeria
Abdeslam Bouchouareb,https://en.wikipedia.org/wiki/Abdeslam_Bouchouareb,Algeria
Brahim Chibout,https://en.wikipedia.org/wiki/Brahim_Chibout,Algeria
Bouras Djamel,https://en.wikipedia.org/wiki/Bouras_Djamel,Algeria
Ahmed Djebbar,https://en.wikipedia.org/wiki/Ahmed_Djebbar,Algeria
Fatiha Serour,https://en.wikipedia.org/wiki/Fatiha_Serour,Algeria
Mohamed Hassaïne,https://en.wikipedia.org/wiki/Mohamed_Hassaïne,Algeria
Ibrahim Boughali,https://en.wikipedia.org/wiki/Ibrahim_Boughali,Algeria
Abdenour Keramane,https://en.wikipedia.org/wiki/Abdenour_Keramane,Algeria
Abelkader Khamri,https://en.wikipedia.org/wiki/Abelkader_Khamri,Algeria
Mahmoud Khedri,https://en.wikipedia.org/wiki/Mahmoud_Khedri,Algeria
Mohamed Laïchoubi,https://en.wikipedia.org/wiki/Mohamed_Laïchoubi,Algeria
Sassi Lamouri,https://en.wikipedia.org/wiki/Sassi_Lamouri,Algeria
Mohamed Maghlaoui,https://en.wikipedia.org/wiki/Mohamed_Maghlaoui,Algeria
Amar Makhloufi,https://en.wikipedia.org/wiki/Amar_Makhloufi,Algeria
Hacen Mefti,https://en.wikipedia.org/wiki/Hacen_Mefti,Algeria
Mokhtar Meherzi,https://en.wikipedia.org/wiki/Mokhtar_Meherzi,Algeria
Mohamed Elias Mesli,https://en.wikipedia.org/wiki/Mohamed_Elias_Mesli,Algeria
Azzedine Mihoubi,https://en.wikipedia.org/wiki/Azzedine_Mihoubi,Algeria
Cherif Rahmani,https://en.wikipedia.org/wiki/Cherif_Rahmani,Algeria
Naima Salhi,https://en.wikipedia.org/wiki/Naima_Salhi,Algeria
Guillem d'Areny-Plandolit,https://en.wikipedia.org/wiki/Guillem_d'Areny-Plandolit,Andorra
Guillem Areny,https://en.wikipedia.org/wiki/Guillem_Areny,Andorra
Joan Armengol,https://en.wikipedia.org/wiki/Joan_Armengol,Andorra
Francesc Badia Batalla,https://en.wikipedia.org/wiki/Francesc_Badia_Batalla,Andorra
Josep Maria Beal,https://en.wikipedia.org/wiki/Josep_Maria_Beal,Andorra
Climent Palmitjavila,https://en.wikipedia.org/wiki/Climent_Palmitjavila,Andorra
Antoni Puigdellívol,https://en.wikipedia.org/wiki/Antoni_Puigdellívol,Andorra
Òscar Ribas Reig,https://en.wikipedia.org/wiki/Òscar_Ribas_Reig,Andorra
Boris Skossyreff,https://en.wikipedia.org/wiki/Boris_Skossyreff,Andorra
Enric Tarrado Vives,https://en.wikipedia.org/wiki/Enric_Tarrado_Vives,Andorra
Alexandre Sebastião André,https://en.wikipedia.org/wiki/Alexandre_Sebastião_André,Angola
Isaac Maria dos Anjos,https://en.wikipedia.org/wiki/Isaac_Maria_dos_Anjos,Angola
Paulino Baptista,https://en.wikipedia.org/wiki/Paulino_Baptista,Angola
João Baptista Borges,https://en.wikipedia.org/wiki/João_Baptista_Borges,Angola
Branca Manuel Espirito Santo,https://en.wikipedia.org/wiki/Branca_Manuel_Espirito_Santo,Angola
André Luís Brandão,https://en.wikipedia.org/wiki/André_Luís_Brandão,Angola
André Gaspar Mendes de Carvalho,https://en.wikipedia.org/wiki/André_Gaspar_Mendes_de_Carvalho,Angola
Carolina Cerqueira,https://en.wikipedia.org/wiki/Carolina_Cerqueira,Angola
Arlete Chimbinda,https://en.wikipedia.org/wiki/Arlete_Chimbinda,Angola
Kafundanga Chingunji,https://en.wikipedia.org/wiki/Kafundanga_Chingunji,Angola
Jeremias Chitunda,https://en.wikipedia.org/wiki/Jeremias_Chitunda,Angola
Abel Chivukuvuku,https://en.wikipedia.org/wiki/Abel_Chivukuvuku,Angola
Adalberto Costa Júnior,https://en.wikipedia.org/wiki/Adalberto_Costa_Júnior,Angola
Adjany Costa,https://en.wikipedia.org/wiki/Adjany_Costa,Angola
Álvaro Arnaldo Craveiro,https://en.wikipedia.org/wiki/Álvaro_Arnaldo_Craveiro,Angola
Raul Danda,https://en.wikipedia.org/wiki/Raul_Danda,Angola
Carlos António Fernandes,https://en.wikipedia.org/wiki/Carlos_António_Fernandes,Angola
Fiel Domingos Constantino,https://en.wikipedia.org/wiki/Fiel_Domingos_Constantino,Angola
Abraão Gourgel,https://en.wikipedia.org/wiki/Abraão_Gourgel,Angola
Maria Monteiro Jardin,https://en.wikipedia.org/wiki/Maria_Monteiro_Jardin,Angola
José da Rocha,https://en.wikipedia.org/wiki/José_da_Rocha,Angola
Mateus de Brito Júnior,https://en.wikipedia.org/wiki/Mateus_de_Brito_Júnior,Angola
Kambamba Kulaxingo,https://en.wikipedia.org/wiki/Kambamba_Kulaxingo,Angola
Abel Xavier Nzuzi Lubota,https://en.wikipedia.org/wiki/Abel_Xavier_Nzuzi_Lubota,Angola
David Mendes,https://en.wikipedia.org/wiki/David_Mendes,Angola
Fernando Faustino Muteka,https://en.wikipedia.org/wiki/Fernando_Faustino_Muteka,Angola
José Ndele,https://en.wikipedia.org/wiki/José_Ndele,Angola
Daniel Ntongi-Nzinga,https://en.wikipedia.org/wiki/Daniel_Ntongi-Nzinga,Angola
Pedro Tonho Pedale,https://en.wikipedia.org/wiki/Pedro_Tonho_Pedale,Angola
Elias Salupeto Pena,https://en.wikipedia.org/wiki/Elias_Salupeto_Pena,Angola
Pinda Simão,https://en.wikipedia.org/wiki/Pinda_Simão,Angola
Johnny Eduardo Pinnock,https://en.wikipedia.org/wiki/Johnny_Eduardo_Pinnock,Angola
Santana André Pitra,https://en.wikipedia.org/wiki/Santana_André_Pitra,Angola
José Aníbal Lopes Rocha,https://en.wikipedia.org/wiki/José_Aníbal_Lopes_Rocha,Angola
Luís Gomes Sambo,https://en.wikipedia.org/wiki/Luís_Gomes_Sambo,Angola
José Filomeno dos Santos,https://en.wikipedia.org/wiki/José_Filomeno_dos_Santos,Angola
Jonas Savimbi,https://en.wikipedia.org/wiki/Jonas_Savimbi,Angola
Manuel Bernardo de Sousa,https://en.wikipedia.org/wiki/Manuel_Bernardo_de_Sousa,Angola
Augusto da Silva Tomás,https://en.wikipedia.org/wiki/Augusto_da_Silva_Tomás,Angola
Luzia Inglês Van-Dúnem,https://en.wikipedia.org/wiki/Luzia_Inglês_Van-Dúnem,Angola
Manuel Vicente,https://en.wikipedia.org/wiki/Manuel_Vicente,Angola
Mfulupinga Nlando Victor,https://en.wikipedia.org/wiki/Mfulupinga_Nlando_Victor,Angola
Randolph Beazer,https://en.wikipedia.org/wiki/Randolph_Beazer,Antigua and Barbuda
Studiation Brown,https://en.wikipedia.org/wiki/Studiation_Brown,Antigua and Barbuda
Colin O'Neil Browne,https://en.wikipedia.org/wiki/Colin_O'Neil_Browne,Antigua and Barbuda
James Carlisle,https://en.wikipedia.org/wiki/James_Carlisle,Antigua and Barbuda
Gail Christian,https://en.wikipedia.org/wiki/Gail_Christian,Antigua and Barbuda
Osbert Richard Frederick,https://en.wikipedia.org/wiki/Osbert_Richard_Frederick,Antigua and Barbuda
William Haynes-Smith,https://en.wikipedia.org/wiki/William_Haynes-Smith,Antigua and Barbuda
Tim Hector,https://en.wikipedia.org/wiki/Tim_Hector,Antigua and Barbuda
Cheryl Mary Clare Hurst,https://en.wikipedia.org/wiki/Cheryl_Mary_Clare_Hurst,Antigua and Barbuda
Wilfred Jacobs,https://en.wikipedia.org/wiki/Wilfred_Jacobs,Antigua and Barbuda
Harold Lovell,https://en.wikipedia.org/wiki/Harold_Lovell,Antigua and Barbuda
John Lyons (Antiguan politician),https://en.wikipedia.org/wiki/John_Lyons_(Antiguan_politician),Antigua and Barbuda
Edmond Mansoor,https://en.wikipedia.org/wiki/Edmond_Mansoor,Antigua and Barbuda
Joanne Massiah,https://en.wikipedia.org/wiki/Joanne_Massiah,Antigua and Barbuda
Melford Walter Nicholas,https://en.wikipedia.org/wiki/Melford_Walter_Nicholas,Antigua and Barbuda
Bernard Percival,https://en.wikipedia.org/wiki/Bernard_Percival,Antigua and Barbuda
Alincia Williams-Grant,https://en.wikipedia.org/wiki/Alincia_Williams-Grant,Antigua and Barbuda
